Rank,Title,Year of release,Number of Episodes,Rating,Description,Genre,Tags,Actors,,
#212,100 Days My Prince,2018,16,8.3,"Lee Yul, Crown Prince of Joseon, is a perfectionist who disregards most royal palace nobles. His cold and demanding demeanor masks deeply-rooted loneliness. He comes to pass a law stating that Korean citizens of marriageable age must wed before the age of 28. Hong Shim is a strong, intelligent woman who supports herself and her father. After an attempt on his life, Crown Prince Lee Yul is severely injured and finds himself under the care of the Hong household. He?ôs experiencing temporary amnesia, and now unaware of his identity, he is free to wander at will as a commoner. Due to the law, he himself passed, Hong Shim, now the oldest unmarried woman in her village, must marry or face punishment from officials. Lee Yul proposes to Hong Shim that they ought to marry. Can their budding romance withstand Lee Yul?ôs eventual recovery, with his memory fully intact?","Historical, Comedy, Romance, Drama","Amnesia, Hidden Identity, Marriage Of Convenience, Joseon Dynasty, Fake Marriage, Eccentric Male Lead, Hardworking Female Lead, Double Identity, Strong Female Lead, Riches To Rags","Doh Kyung Soo, Nam Ji Hyun, Kim Seon Ho, Han So Hee, Jo Sung Ha, Kim Jae Young",,
#213,"At a Distance, Spring Is Green",2021,12,8.3,"A coming of age story about young people in their twenties and the problems they face in university. Nam Soo Hyun and Yeo Joon,  two boys with contrasting personalities, unexpectedly become friends when working on a project together. Depicts the realistic worries and conflicts of university students in their 20's, centered around 1st-year student Yeo Joon. Even though Yeo Joon has an attractive appearance and comes from a wealthy background, he carries pain inside. His character is a puppy-dog freshman who takes a liking to a sunbae and follows him around, leading to an unlikely friendship between two very different boys.","Romance, Life, Youth","Coming Of Age, Bromance, Adapted From A Webtoon, Child Abuse, Student, Depression, Abusive Parents, Anxiety, Childhood Trauma, Hardworking Male Lead","Park Ji Hoon, Kang  Min Ah, Bae In Hyuk, Kwon Eun Bin, Choi Jung Woo, Woo Da Vi",,
#214,Lie After Lie,2020,16,8.3,"Ji Eun Su is a woman who appears to have it all. Married into a super-rich family, she assumes that the rest of her life will be an easy ride. But when her husband is murdered, she is sent to prison ??with a court finding her guilty of killing her spouse. However, this will be no straightforward jail sentence: She is pregnant, and gives birth to a baby girl while still behind bars. The child is taken away from her and given to foster parents, with her adoptive father Kang Ji Min, a kind-hearted, justice-loving journalist. When Kang Ji Min finds himself alone and taking sole care of the young girl, Ji Eun Su ??now free from prison ??concocts a plan that she believes will reunite her with her daughter. She will find a way to win Kang Ji Min?ôs heart ??and become her own daughter?ôs stepmother. But the truth has a way of coming out?¶and if it does, how will her new family react?","Thriller, Romance, Melodrama","Nice Male Lead, Father-Daughter Relationship, Wrongfully Accused, Revenge, Domestic Abuse, Hidden Identity, Domestic Violence, Evil Mother-in-Law, Hateful Mother-in-Law, Mother-Daughter Relationship","Lee Yoo Ri, Yeon Jung Hoon, Lee Il Hwa, Im Ju Eun, Go Na Hee, Kwon Hwa Woon",,
#215,The Sound of Magic,2022,6,8.3,"High school student Yoon Ah Yi finances herself and her younger sister by working part-time jobs. She doesn't know where her parents are. Debt collectors drove her father away from home?îand then her mother fled too. But even with her poor financial circumstances, Yoon Ah Yi manages to rank near the top of her school academically. Yoon Ah Yi wants to become an adult as soon as possible, to have a stable job. Her classmate Na Il Deung competes with Yoon Ah Yi for the top grade, but they begin to have feelings for each other. One day, Yoon Ah Yi meets magician Lee Eul at an abandoned amusement park. He performs magic shows for people who believe in magic. He is a mysterious person; he comforts Yoon Ah Yi who tells him that she believes in magic.","Music, Psychological, Drama, Fantasy","Poor Female Lead, Magician Male Lead, Student, High School, Adapted From A Webtoon, Melodrama, School Bullying, Musical, Debt, Magical Power","Ji Chang Wook, Choi Sung Eun, Hwang In Youp, Oh So Hyun, Ji Hye Won, Hong Jung Min",,
#216,The Mysterious Class,2021,8,8.3,"""There are 21 students in our class."" ""What are you talking about... Your class had 20 students right from the start..!!"" Peaceful class 4 of the 3rd grade of Treasure High. Friendship and a mystery thriller while doubting each other. Will they be able to find the ghost?","Mystery, Horror, Youth, Supernatural","Student, Ghost, Investigation, High School, School, Suspense, Miniseries, Web Series, Friendship","Choi Hyun Suk, Park Ji Hoon, Yoshi, Kim Jun Kyu, Mashiho, Yoon Jae Hyuk",,
#217,Good Doctor,2013,20,8.3,"Although Park Shi On is an autistic savant who lacked mental maturity and empathy, he graduated from medical school with distinction. His medical skills are exceptional, but he struggles to deal with his superiors and his patients due to his lack of interpersonal skills. As he struggles to adapt, some of his fellow doctors befriend him, supporting him during the most trying times. His dedication and exceptional skills should make him a great pediatrician, but can he overcome the systemic bias and discrimination or will he quit out of frustration?","Romance, Life, Drama, Medical","Autism, Eccentric Male Lead, Ableism, Child Abuse, Slow Burn Romance, Doctor Female Lead, Doctor Male Lead, Autistic Male Lead, Savant Syndrome, Mental Illness","Joo Won, Moon Chae Won, Joo Sang Wook, Kim Min Seo, Ha Kyu Won, Kim Hyun Soo",,
#218,"It's Okay, That's Friendship",2021,1,8.3,The 12 members of TREASURE take on acting for the first time ever since debut.,"Comedy, Life","Idol Male Lead, Multiple Mains, Transfer Student, Web Series, Student, Bromance, School, Friendship","Choi Hyun Suk, Park Ji Hoon, Kim Jun Kyu, Yoshi, Mashiho, Yoon Jae Hyuk",,
#219,Rookie Cops,2022,16,8.3,"A coming-of-age story that captures the spirit, challenges and passion of youth as two students at the Korean National Police University experience life's charms and traumas whilst trying to become full-fledged cops. From bridging generation gaps with harmony to finding their own romance on campus, two very different students work to achieve their dreams and aspirations in the line of duty.","Romance, Life, Youth, Drama ","Police Academy, University, Campus Setting, Hardship, Coming Of Age, Student, Student-Teacher Relationship, Teacher Supporting Character, Chasing A Dream, Ambition","Kang Daniel, Chae Soo Bin, Lee Shin Young, Park Yoo Na, Park Sung Joon, Min Do Hee",,
#220,True Beauty,2020,16,8.3,"True Beauty is a romantic comedy about a high school girl Lim Ju Gyeong, who rises to pretty girl fame after she masters the art of make-up from YouTube. She turns into a goddess because of her makeup skills, but would rather die than reveal her bare face to anyone. It tells her love story with the only boy that saw her without makeup, Lee Su Ho. Lee is an attractive and handsome boy who appears cold because of his dark past but is actually very caring. They grow when they meet each other sharing their secrets and finding love with each other, but can Su Ho make Ju Gyeong find her true beauty?","Comedy, Romance, Youth, Drama","Adapted From A Webtoon, Makeover, Popular Male Lead, Beauty, High School, Hidden Identity, Beauty Standards, Nice Female Lead, Smart Male Lead, Transformation","Moon Ga Young, Cha Eun Woo, Hwang In Youp, Park Yoo Na, Jang Hye Jin, Park Ho San",,
#221,Oh My Ghost,2015,16,8.3,"Bong Sun, a timid young woman, is possessed by the ghost of a lustful virgin. She has zero self-confidence, and because of her extreme shyness, she doesn?ôt have any close friends. At the restaurant where she works as an assistant, she?ôs not particularly good at anything, and mostly just gets yelled at a lot. Her grandmother was a shaman so from a young age she?ôs been able to occasionally see ghosts, though it?ôs not until she meets the lascivious ghost that she gets possessed totally. Sun Woo is a conceited star chef who?ôs overflowing with confidence in his food and his skills. Bong Sun harbours a secret crush on him, though he doesn't take much notice of her for two reasons: because he?ôs always surrounded by women and because he?ôs hung up on an old flame. But then one day, Bong Sun starts acting differently, shedding her mousy personality, and ends up constantly on Sun Woo?ôs mind.","Thriller, Comedy, Romance, Supernatural","Boss-Employee Relationship, Identity Swap, Hardworking Male Lead, Successful Male Lead, Ghost-seeing Female Lead, Sismance, Love Triangle, Cold Man/Warm Woman, Female Chases Male First, Shamanism","Park Bo Young, Kim Seul Gi, Jo Jung Suk, Im Joo Hwan, Kang Ki Young, Kwak Shi Yang",,
#222,God's Gift: 14 Days,2014,16,8.3,"Kim Soo Hyun is a mother whose young daughter Han Saet Byul gets kidnapped and murdered. Due to a mysterious event where time was turned back exactly 14 days before the event, Soo Hyun is given a second chance to expose the kidnapping plot and save her daughter before she dies all over again. Helping her is Ki Dong Chan, a former cop turned private investigator who seems to have his own stake in the whole situation. As Soo Hyun and Dong Chan race against the clock, new light is shed on the crimes, and they uncover secrets far more treacherous than Soo Hyun could have ever imagined.","Thriller, Mystery, Drama, Supernatural","Time Travel, Screenwriter Female Lead, Detective Fiction, Investigator Male Lead, Serial Killings, Misfortune, Injury, Conflict, Wrongfully Accused, Stalking","Lee Bo Young, Cho Seung Woo, Kim Tae Woo, Kim Yoo Bin, Jung Gyu Woon, Kim Jin Hee",,
#223,The Sound of Your Heart,2016,20,8.3,"""The Sound of Your Heart"" comically follows Jo Suk's ridiculous but hilarious adventures with his girlfriend-turned-wife Ae Bong, their dogs, older brother Jo Joon, and parents.","Comedy, Life, Sitcom","Mother-Son Relationship, Father-Son Relationship, Adapted From A Webtoon, Short Length Series, Web Series, Slow Romance, Family","Lee Kwang Soo, Kim Dae Myung, Jung So Min, Kim Byung Ok, Kim  Mi Kyung, Park Sang Hoon",,
#224,The Veil,2021,12,8.3,"A Korean-style spy investigation show with a story about a top National Intelligence Service (NIS) agent. In his endeavor to uncover the internal traitor that brought him to his downfall, he confronts a much bigger enemy behind the organization. Han Ji Hyuk is the top field agent in the NIS. He is held in awe by his colleagues for his perfect record and skill at completing missions. He had been driving an organized crime syndicate into a corner when he vanished off the face of the earth, but he returns in the most horrific state and doesn't remember anything that happened within the last year. With his memory lost, Ji Hyuk gets assigned to a team with minor tasks. While on the team, he meets Je Yi, who is delicate and heartwarming but with a painful past. Seo Soo Yeon is the head of team 4 of the Crime Information Center who is excellent at performing her duties and solving cases. She has great affection for people, and she especially cares for her teammates.","Action, Thriller, Mystery, Crime","Badass Male Lead, Antihero, Smart Male Lead, National Intelligence Service, Strong Male Lead, Espionage, Investigation, Suspense, Drama, Agent Male Lead","Namkoong Min, Park Ha Sun, Kim Ji Eun, Jang Young Nam, Kim Jong Tae, Kim Do Hyun",,
